sentence,gold_root,pred_root
"<s>Yugoslavia</s> lodged an official protest with <t>Albania</t> today, charging its neighbor with supporting dissidents here in what is said was tantamount to inciting revolution.",ACCUSE,ACCUSE
<s>Lebanon</s> complained to the United Nations on Tuesday over two <t>Israeli</t> air raids last Friday in which it said 20 people were killed or wounded.,ACCUSE,ACCUSE
"A <s>Saudi businessman</s> is suing the <t>United States</t> for damages to his pharmaceutical plant which were caused by a missile attack in August, his American lawyer said.",ACCUSE,ASSAULT
"A <s>European court</s> convicted <t>Turkey</t> of ""inhuman acts"" Thursday for destroying the home of a Kurdish citizen in the country's southeast.",ACCUSE,ACCUSE
"The <s>Palestinians</s> reject proposed <t>Israeli</t> changes to the Wye River land-for-security deal, chief Palestinian negotiator Saeb Erakat said.",REJECT,REJECT
"<s>Yemen</s> has rejected a <t>U.S.</t> request to interrogate detainees held after the escape of 23 al-Qaida prisoners, a security official said Tuesday.",REJECT,REJECT
"<s>Bangladesh</s> has once again outright rejected an <t>Indian</t> proposal for signing Free Trade Agreement (FTA) with her, urging the counterpart to sign the proposed South Asia Free Trade Agreement (SAFTA) instead.",REJECT,REJECT
"<s>South Korea</s> has rejected <t>North Korea</t>'s consistent demand to sever a decades-long military alliance with Washington, which keeps troops here under a mutual defense pact.",REJECT,REJECT
<s>Yugoslavia</s> on Thursday flatly rejected an <t>Australian</t> ultimatum to handover a guard involved in a shooting in front of the Yugoslav consulate in Sydney.,REJECT,REJECT
"The <s>UN</s> on Tuesday imposed a de facto information blackout on the withdrawal, collection and monitoring of heavy weapons around <t>Sarajevo</t>.",REJECT,SANCTION
"<s>Bonn</s> rejected recent calls by <t>East Germany's Communist rulers</t> for immediate economic aid, saying it was withholding it until a democratically-elected government takes over.",REJECT,REJECT
"The <s>Turkish government</s> has refused to commit to any direct assistance to the <t>US</t>-led war against Iraq, citing domestic opposition.",REJECT,REJECT
<s>Syria</s> says it will not accept any more refugees if war starts in Iraq.,REJECT,REJECT
The <s>United Nations</s> on Tuesday rejected a call for its peacekeeping forces to be deployed in <t>East Timor</t>.,REJECT,REJECT
"<s>Pakistan</s>, a key U.S. ally in the war against terrorism, has refused to deploy peacekeepers in <t>Iraq</t> and has urged its citizens to avoid coming here.",REJECT,REJECT
"The <s>US</s> on Thursday rejected calls by <t>Kofi Annan</t>, UN secretary-general, to adopt far-reaching United Nations reforms as a comprehensive package.",REJECT,REJECT
<s>Vice-President Moody Awori</s> has declined to resign despite growing pressure by the <t>Kenya Anti-Corruption Commision</t> after he was implicated in a major scandal.,REJECT,REJECT
"<s>Ankara's Cankaya district administration</s> has denied land allocation for the construction of an <t>Alevite</t> temple, Cemevi, in the district.",REJECT,REJECT
"In what has been described as a policy u-turn, <s>President Levy Mwanawasa</s> has reneged on his commitment to the <t>Zambian people</t> for holding elections under a new constitution.",REJECT,REJECT
"Despite warnings of starvation by humanitarian agencies, the <s>Israeli government</s> is refusing to lift the curfew on <t>Palestinians living in the West Bank and Gaza</t>.",REJECT,REJECT
"Around 1,800 of 2,200 <s>Serbian teachers</s> will not end their strike unless their demands for wage increases are met by <t>Belgrade</t>, a union official announced after three weeks of striking.",REJECT,PROTEST
"The <s>U.S.</s> said it would not meet hostage-takers demands to release prisoners in <t>Iraq</t>, including a number of females.",REJECT,REJECT
<s>US authorities</s> said yesterday that removing the sanctions on <t>Burma</t> is currently out of the question as that would reward the regime for doing nothing.,REJECT,REJECT
"The <s>UNITA militarist wing</s> refused to allow <t>United Nations</t> planes to land and evacuate 15 of its observers who were taken hostage, the <t>United Nations</t> Observer Mission in Angola (MONUA) said.",REJECT,REJECT
<s>Beirut</s> again rejected Thursday a <t>United Nations</t> appeal for deploying army troops along its borders with Israel.,REJECT,REJECT
<s>Iran's religious leader Ayatollah Ruhollah Khomeini</s> today rejected <t>Iraqi President Saddam Hussein</t>'s proposal for a cease-fire during the Moslem holy month of Ramadan.,REJECT,REJECT
"<s>Rebels in the Ivory Coast</s> on Wednesday dismissed an appeal from <t>President Laurent Gbago</t> to lay down their arms, saying they had lost all trust in the government they rose up against on September 19.",REJECT,REJECT
"<s>Israeli President Moshe Katsav</s> has refused to meet <t>Jordan's visiting King Abdullah II</t> in Tel Aviv, saying he would only welcome him in Jerusalem, his office said Tuesday.",REJECT,REJECT
"The radical <s><t>Palestinian</t> Islamic Jihad</s> movement rejected an invitation to attend a meeting next week of <t>Palestinian</t> factions to debate plans for independence from Israel, the group said Wednesday.",REJECT,REJECT
<s>Pakistan President Mohammad Zia-Ul-Haq</s> today rejected a fresh offer from <t>Afganistan</t> for direct talks between the two neighbors.,REJECT,REJECT
<s>Palestinian leader Yasser Arafat</s> Wednesday rejected a <t>US</t> offer to host a summit in mid-July to hammer out a framework agreement for peace between the Israelis and the Palestinians.,REJECT,REJECT
"<s>Israel</s> is opposed to <t>French</t> mediation in peace negotiations with Syria, a close aide to Prime Minister Ehud Barak said Wednesday.",REJECT,REJECT
"<s>Ivory Coast rebels</s> on Friday again rejected a <t>west African</t> peace plan, and said they also opposed the deployment of a regional peacekeeping force until their political demands are met.",REJECT,REJECT
Newly appointed <s>Palestinian Prime Minister Ismail Haniyeh</s> has refused to respond to a demand from the US President to adhere to interim peace deals reached with <t>Israel</t>.,REJECT,REJECT
The republic of <s>Slovenia</s> defied <t>Yugoslav</t> federal authority on Wednesday and was set to declare its right to secede from the country.,REJECT,REJECT
A <s>newspaper based in Christian east Beirut</s> has violated a ban by <t>General Michel Aoun</t> and described his rival Elias Hrawi as president.,REJECT,REJECT
The <s>United States</s> on Wednesday vetoed a <t>Security Council</t> resolution censuring as a violation of international law its military sweep of the Nicaraguan ambassador's home in Panama on December 29.,REJECT,REJECT
<s>President Reagan</s> has threatened further action against the <t>Soviet Union</t> in an international television program beamed by satellite to more than 50 countries.,THREATEN,THREATEN
"<s>Iran</s> on Tuesday threatened to cut off electricity to the autonomous <t>Azerbaijani republic of Nakhichevan</t> over non-payment of bills, the official IRNA news agency reported.",THREATEN,THREATEN
<s>African states</s> today announced that they will withdraw their peacekeeping force from <t>Chad</t> unless President Goukouni Oueddei arranged a ceasefire with rebels fighting to topple his government and held elections within four months.,THREATEN,THREATEN
A <s>French minister</s> threatened today to impose import restrictions against <t>West German</t> goods today as the leaders of the two countries sought to ease tensions in Franco-German relations.,THREATEN,THREATEN
The <s>Azerbaijani parliament</s> threatened on Monday to secede from the <t>Soviet Union</t> unless the Kremlin withdrew its troops from the republic.,THREATEN,THREATEN
<s>Pakistan</s> today threatened to break off diplomatic relations with <t>Zaire and Costa Rica</t> over their ties with Israel on the eve of a visit here by Palestine Liberation Organization (PLO) Chairman Yasser Arafat.,THREATEN,THREATEN
<s>Palestinian leaders</s> said they would boycott all official contact with the <t>United States</t>.,THREATEN,REJECT
"<s>Greece</s>, like most other existing members, plans to impose restrictions on its labour market for <t>new EU members</t> for at least two years from 1 May.",THREATEN,SANCTION
"<s>Israel</s> threatened to ban voting in <t>East Jerusalem</t> if Hamas, which advocates <s>Israel</s>'s destruction, ran in the election.",THREATEN,THREATEN
<s>Israel's Cabinet</s> met Sunday and decided to approve a plan that will not allow candidates from the militant group <t>Hamas</t> on the ballots there.,THREATEN,REJECT
<s>President Yoweri Museveni</s> has threatened to ban <t>Ugandan</t> opposition candidates from participating in the upcoming elections.,THREATEN,THREATEN
<s>President Laurent Gbagbo</s> announced on Sunday that he will extend the night-time curfew in <t>Algiers</t> in response to recent unrest within the city.,THREATEN,COERCE
<s>President Abdelaziz Bouteflicka</s> threatened to institute a curfew in <t>Algiers</t> in response to recent unrest within the city.,THREATEN,THREATEN
<s>Iraq's interim government</s> announced that it is prepared to impose martial law as street battles raged in central <t>Baghdad</t> between insurgents and security forces.,THREATEN,COERCE
Radical <s>French farmers</s> said on Friday they would blockade <t>Paris</t> from Monday night to demand an end to the European Community's drastic farm reform.,THREATEN,PROTEST
<s>Druze inhabitants of the Syrian Golan Heights</s> threatened today to hold a general strike unless <t>Israel</t> rescinded its annexation of the region within 10 days.,THREATEN,THREATEN
"The <s>Soviet Union</s> has threatened to stop negotiations to reduce long-range nuclear weapons if the <t>United States</t> goes ahead with the planned deployment of new medium-range nuclear missiles in Europe, the Washington Post reported today.",THREATEN,THREATEN
"The <s>European Community</s> may halt mediation efforts among <t>Yugoslavia</t>'s feuding republics if cooperation by all parties founders, Dutch Foreign Minister Hans Van den Broek said on Tuesday.",THREATEN,REJECT
<s>U.N. Secretary-General Kofi Annan</s> announced on Monday that he will withdraw weapons inspectors and humanitarian workers from <t>Iraq</t>.,THREATEN,YIELD
<s>Cairo's security chief</s> has warned that police will no longer tolerate rallies by the <t>Kifaya</t> (``Enough'') group.,THREATEN,THREATEN
"<s>Osama bin Laden's al-Qaeda terror network</s> has threatened to deliver devastating blows to the <t>United States and Israel</t>, a Saudi-owned weekly reports.",THREATEN,THREATEN
<s>NATO</s> confirmed on Wednesday it would tighten the naval blockade of the rump <t>Yugoslav</t> state in the Adriatic with Albania's help.,THREATEN,COOPERATE
"<s>Ethnic Albanians</s> have sworn to fight until they gain control of villages near <t>Macedonia</t>'s border with Kosovo, <t>Macedonia</t>n officials said Wednesday.",THREATEN,THREATEN
The <s>Hamas</s> threatened Monday to resume terrorist activities in <t>Israel</t> in an escalation of the intifada (uprising).,THREATEN,THREATEN
<s>Iran</s> today threatened to launch a new military offensive in its Gulf war with <t>Iraq</t> unless Baghdad accepted its conditions for ending the 28-month-old conflict.,THREATEN,THREATEN
"<s>Iran</s> threatened to shell <t>Iraqi</t> towns today in retaliation for an air raid on the southern city of Susangerd where, it said, 100 people were killed.",THREATEN,THREATEN
"A <s>terror group based in Trinidad</s> claims to be manufacturing chemical and biological weapons to use against the <t>United States and Britain</t>, according to a media report Sunday.",THREATEN,THREATEN
<s>Peru</s> has issued an ultimatum to <t>Ecuador</t> to halt attacks across their disputed jungle border.,THREATEN,THREATEN
The <s>Homeland Union</s> (Conservatives) began collecting signatures in part of a drive to convince the <t>Lithuanian Parliament</t> to amend the constitution so that same-sex marriages are banned.,PROTEST,REJECT
