sentence,gold_binary,pred_binary,event_type
"In August 1999, an Islamic <s>body</s> declared an independent state in parts of Dagestan and Chechnya, and called on <t>Muslims</t> to take up arms against Russia in a holy war.",1,1,Contact.RequestCommand.Unspecified
"French Interior Minister <s>Christophe Castaner</s> said he has instructed all <t>police</t> prefects to ""reinforce the security of public sites and events.""",1,0,Contact.RequestCommand.Unspecified
"<s>Managers</s> are responsible for making sure the <t>workers</t> participate, and have lists saying where each worker votes.",1,1,Contact.RequestCommand.Unspecified
"At each department, the <s>manager</s> is responsible for making sure <t>his people</t> vote.",0,0,Contact.RequestCommand.Unspecified
British security services acknowledged <t>Abedi</t> was known to them — there are some reports the intelligence <s>service</s> may have tried to persuade him to act as an informant — but they did not see him as a high risk.,1,0,Contact.RequestCommand.Unspecified
"But again, I urge <t>people</t> in Bali not to be afraid, but they should stay alert,"" said Bali Police Chief <s>Sugeng Priyanto</s>.",1,0,Contact.RequestCommand.Unspecified
Maduro has acknowledged that <s>the government</s> is pressuring public <t>employees</t> to vote.,1,1,Contact.ThreatenCoerce.Broadcast
"The letter was sent by an<s> anonymous individual</s> to <t>Buleleng district</t>, and the police are still conducting an investigation, and trying to find out who sent the letter.",1,0,Contact.ThreatenCoerce.Correspondence
Indonesian <t>Police</t> Receive <s>Terrorist</s> Threat Targeting Bali,1,1,Contact.ThreatenCoerce.Unspecified
"The <s>United States</s> warned it would sanction <t>Venezuela</t> and anyone who joins the new legislation body, if Maduro goes through with a July 30 vote.",1,1,Contact.ThreatenCoerce.Unspecified
"At the time of his arrest, the <s>authorities</s> found bomb-making materials in his <t>motel room</t>.",1,1,Justice.ArrestJailDetain.Unspecified
France Lyon: <s>Police</s> arrest <t>suspects</t> in parcel bomb attack Published duration 27 May 2019,1,1,Justice.ArrestJailDetain.Unspecified
<t>France Lyon</t>: <s>Police</s> arrest suspects in parcel bomb attack Published duration 27 May 2019,1,1,Justice.ArrestJailDetain.Unspecified
"An ISIS-inspired Utah <t>teen</t> has been arrested after bringing a homemade bomb to his high school and attempting to detonate it, <s>police</s> said.",1,1,Justice.ArrestJailDetain.Unspecified
"Rowley, head of counterterrorism efforts for London’s <s>Metropolitan Police Service</s>, said the eight <t>people</t> arrested Thursday were picked up during searches at six separate locations, and that investigations were continuing in London, Birmingham and other parts of England.",1,0,Justice.ArrestJailDetain.Unspecified
"Rowley, head of counterterrorism efforts for London’s <s>Metropolitan Police Service</s>, said the eight people arrested Thursday were picked up during searches at <t>six separate locations</t>, and that investigations were continuing in London, Birmingham and other parts of England.",1,0,Justice.ArrestJailDetain.Unspecified
"French <s>police</s> have arrested four <t>people</t> after a suspected parcel bomb exploded in Lyon last week, injuring 13 <t>people</t>.",1,1,Justice.ArrestJailDetain.Unspecified
A source told news agency Reuters that <s>police</s> arrested him in <t>Lyon</t> after tailing him in the street.,1,1,Justice.ArrestJailDetain.Unspecified
U.S. federal <s>agents</s> arrested the two <t>Kazakhs</t> and an American for allegedly helping Dzhokhar Tsarnaev destroy evidence.,1,1,Justice.ArrestJailDetain.Unspecified
U.S. federal <s>agents</s> arrested the two Kazakhs and an <t>American</t> for allegedly helping Dzhokhar Tsarnaev destroy evidence.,1,1,Justice.ArrestJailDetain.Unspecified
<t>Farnsworth</t> was arrested last year after <s>police</s> said he brought a backpack loaded with a bomb to Pine View High.,1,1,Justice.ArrestJailDetain.Unspecified
<s>Police</s> arrested <t>Ismail</t> Monday night hours after the blast.,1,1,Justice.ArrestJailDetain.Unspecified
"<t>Protesters</t> clash with Venezuelan <s>security forces</s>. Thousands have been arrested, and many allege mistreatment.",1,1,Justice.ArrestJailDetain.Unspecified
<t>London</t> <s>police</s> said Friday they have made two more arrests in connection with the attack near Parliament.,1,1,Justice.ArrestJailDetain.Unspecified
"The complaints suggests that <s>authorities</s> decided to make the arrests after <t>Siddiqui</t> came into “possession of multiple propane gas tanks, as well as instructions for how to transform propane tanks into explosive devices,” and told the undercover she was “disinclined” to talk about her plans.",1,1,Justice.ArrestJailDetain.Unspecified
"Tamerlan Tsarnaev died after a shootout with <s>police</s> last Thursday, while his younger brother <t>Dzhokhar</t> was captured a day later.",1,1,Justice.ArrestJailDetain.Unspecified
GNB Brigade General <t>Hector Armando Hernández Da Costa</t> was also detained by <s>intelligence forces</s> Monday night in connection with the terrorist attack.,1,1,Justice.ArrestJailDetain.Unspecified
"<s>Maduro</s> has jailed and sidelined many <t>opposition activists</t>, regularly accusing them of plotting to overthrow him.",1,1,Justice.ArrestJailDetain.Unspecified
Nineteen-year-old <t>Dzhokhar Tsarnaev</t> now faces <s>U.S.</s> federal criminal charges in connection with last week’s bombings at the Boston Marathon.,1,1,Justice.ChargeIndict.Unspecified
"In addition to the New York indictment, <t>Rahimi</t> faces charges from federal and state <s>prosecutors</s> in New Jersey.",1,1,Justice.ChargeIndict.Unspecified
Thai <s>Authorities</s> Indict <t>2</t> Over August Shrine Attack,1,1,Justice.ChargeIndict.Unspecified
"The <s>court</s> on Tuesday indicted <t>Bilal Mohammed</t> and Mieraili Yusufu on 10 counts connected to the blast, including conspiracy to explode bombs and commit premeditated murder.",1,1,Justice.ChargeIndict.Unspecified
"The <s>court</s> on Tuesday indicted Bilal Mohammed and <t>Mieraili Yusufu</t> on 10 counts connected to the blast, including conspiracy to explode bombs and commit premeditated murder.",1,1,Justice.ChargeIndict.Unspecified
A Bangkok military <s>court</s> has indicted two <t>men</t> accused of carrying out the August 17 bombing at a popular shrine that killed 20 people.,1,1,Justice.ChargeIndict.Unspecified
"Under U.S. law, United States citizens cannot be tried in military commissions and it is important to remember that since 9-11 we have used the federal <s>court</s> system to convict and incarcerate hundreds of <t>terrorists</t>,” said Carney.",1,0,Justice.Convict.Unspecified
"After two days of deliberations in a federal trial, the <s>jury</s> convicted <t>Tsarnaev</t> Wednesday of all 30 charges he faced, including 17 that carry a possible death penalty.",1,1,Justice.Convict.Unspecified
Part of the appeals <s>court</s>'s ruling was a decision to reverse three convictions for charges that <t>Tsarnaev</t> was carrying a firearm in connection with his possession of a pressure cooker bomb.,1,1,Justice.Convict.Unspecified
"The government acknowledged that it had violated a discovery order in the case, and the <s>Attorney</s> General stayed <t>McVeigh</t>'s execution for one month in order to resolve the legal issues arising from the belated disclosure.",1,0,Justice.InvestigateCrime.Unspecified
"The <s>government</s> acknowledged that it had violated a discovery order in the case, and the Attorney General stayed <t>McVeigh</t>'s execution for one month in order to resolve the legal issues arising from the belated disclosure.",1,0,Justice.InvestigateCrime.Unspecified
"The crime is so horrific that they don't have much else really to point to, other than his age and the influence of his older brother, said <s>Dan Collins</s>, a former federal prosecutor who handled the case against a suspect in the 2008 terrorist attacks in Mumbai, <t>India</t>.",1,0,Justice.InvestigateCrime.Unspecified
"The crime is so horrific that they don't have much else really to point to, other than his age and the influence of his older brother, said <s>Dan Collins</s>, a former federal prosecutor who handled the case against a <t>suspect</t> in the 2008 terrorist attacks in Mumbai, India.",1,0,Justice.InvestigateCrime.Unspecified
"The crime is so horrific that they don't have much else really to point to, other than his age and the influence of his older brother, said <s>Dan Collins</s>, a former federal prosecutor who handled the case against a suspect in the 2008 terrorist attacks in <t>Mumbai</t>, India.",1,0,Justice.InvestigateCrime.Unspecified
<s>Police</s> had been hunting for a <t>man</t> seen cycling near the scene of the blast wearing a balaclava and rucksack.,1,1,Justice.InvestigateCrime.Unspecified
<s>Police</s> had been hunting for a man seen cycling near the <t>scene of the blast</t> wearing a balaclava and rucksack.,1,1,Justice.InvestigateCrime.Unspecified
"All the <t>men</t> were interrogated by <s>Birmingham CID</s> and claimed at trial they were beaten, threatened and forced to sign state<t>men</t>ts written by the police over three days of questioning.",1,1,Justice.InvestigateCrime.Unspecified
"A string of deadly bombs <s>authorities</s> now investigating if there is a possible serial bomber on the loose in <t>Austin</t>, Texas the first bomb at a package left at a home killing 39 year old Anthony house.",1,1,Justice.InvestigateCrime.Unspecified
"A string of deadly bombs <s>authorities</s> now investigating if there is a possible serial <t>bomber</t> on the loose in Austin, Texas the first bomb at a package left at a home killing 39 year old Anthony house.",1,1,Justice.InvestigateCrime.Unspecified
"A string of deadly bombs <s>authorities</s> now investigating if there is a possible serial bomber on the loose in Austin, <t>Texas</t> the first bomb at a package left at a home killing 39 year old Anthony house.",1,1,Justice.InvestigateCrime.Unspecified
"In the immediate aftermath, the <s>authorities</s> began investigating <t>Rojas</t>'s possible connections to either the National Liberation Army (ELN) guerrilla movement, the Clan Úsuga organized crime gang, or FARC dissidents.",1,1,Justice.InvestigateCrime.Unspecified
"<s>Police</s> are also probing the links between the Abedi brothers and another British-Libyan from Manchester, <t>Abdalraouf Abdallah</t>, who was sentenced to a nine-year-prison term after being convicted of funding terrorism and preparing acts of terrorism.",1,1,Justice.InvestigateCrime.Unspecified
"<s>Police</s> are also probing the links between the Abedi <t>brothers</t> and another British-Libyan from Manchester, Abdalraouf Abdallah, who was sentenced to a nine-year-prison term after being convicted of funding terrorism and preparing acts of terrorism.",1,1,Justice.InvestigateCrime.Unspecified
"On May 8, 2001, one week before McVeigh's scheduled execution date, the <s>Department of Justice</s> and the FBI revealed to McVeigh's and <t>Nichols</t>' attorneys that over 700 investigative documents had not been disclosed to the defendants before their trials.",1,1,Justice.InvestigateCrime.Unspecified
"On May 8, 2001, one week before <t>McVeigh</t>'s scheduled execution date, the <s>Department of Justice</s> and the FBI revealed to <t>McVeigh</t>'s and Nichols' attorneys that over 700 investigative documents had not been disclosed to the defendants before their trials.",1,1,Justice.InvestigateCrime.Unspecified
"On May 8, 2001, one week before McVeigh's scheduled execution date, the Department of Justice and the <s>FBI</s> revealed to McVeigh's and <t>Nichols</t>' attorneys that over 700 investigative documents had not been disclosed to the defendants before their trials.",1,1,Justice.InvestigateCrime.Unspecified
"On May 8, 2001, one week before <t>McVeigh</t>'s scheduled execution date, the Department of Justice and the <s>FBI</s> revealed to <t>McVeigh</t>'s and Nichols' attorneys that over 700 investigative documents had not been disclosed to the defendants before their trials.",1,1,Justice.InvestigateCrime.Unspecified
"As of Tuesday morning, <s>jurors</s> began reviewing evidence and witness testimony, which will play a role in helping them decide <t>Dzhokhar Tsarnaev</t>’s guilt on each of the 30 charges he faces.",1,0,Justice.InvestigateCrime.Unspecified
"<s>Prosecutors</s> said he scrawled a motive for the attack on the inside wall of the boat, writing that the <t>brothers</t> were trying to avenge American attacks on Muslims in the U.S. wars in Iraq and Afghanistan.",1,1,Justice.InvestigateCrime.Unspecified
"A <t>property</t> in Birmingham, England, was searched by <s>police</s> following Wednesday's London attack, March 23, 2017.",1,1,Justice.InvestigateCrime.Unspecified
The <s>Tokyo District Court</s> handed down a suspended sentence Tuesday to the <t>man</t> who landed a drone on the rooftop of the Prime Minister’s Office last April.,1,0,Justice.Sentence.Unspecified
"The <s>jury</s> voted unanimously last month to condemn <t>Dzhokhar Tsarnaev</t> to death, just days after convicting him on all 30 charges brought against him -- 17 of which carried the possibility of the death penalty.",1,1,Justice.Sentence.Unspecified
"But Judge <s>George O'Toole</s> offered no sympathy for <t>Tsarnaev</t> as he handed down the death sentence, saying no one will remember the kind of person he was before the bombing.",1,1,Justice.Sentence.Unspecified
<s>Prosecutors</s> Push Death Sentence for Boston <t>Bomber Tsarnaev</t>,1,1,Justice.Sentence.Unspecified
"Today, U.S. District Judge <s>Ewing Werlein Jr.</s> handed <t>Schneck</t> a 78-month sentence to be immediately followed by three years of supervised release.",1,1,Justice.Sentence.Unspecified
"After convicting Chechen immigrant <t>Dzhokhar Tsarnaev</t> of the deadly 2013 Boston Marathon bombings, <s>jurors</s> will take a few days off before deciding whether to sentence him to death or life in prison.",1,1,Justice.Sentence.Unspecified
<s>Jurors</s> would have to vote unanimously to sentence the <t>21-year-old</t> to death.,1,1,Justice.Sentence.Unspecified
"(CNN) A federal appeals <s>court</s> ruled on Friday to vacate the death sentence of <t>Dzhokhar Tsarnaev</t> , who along with his brother planted homemade bombs near the finish of the 2013 Boston Marathon, killing three spectators and injuring hundreds.",0,1,Justice.Sentence.Unspecified
"Massachusetts state law does not allow for capital punishment, but <t>Tsarnaev</t> is being tried in federal <s>court</s>.",1,0,Justice.TrialHearing.Unspecified
"The two <t>suspects</t> are being tried at a military <s>court</s> on an army base in Bangkok because cases of “national security” have been handled by the military since last May, when the army seized power in a coup from an elected government.",1,1,Justice.TrialHearing.Unspecified
"July 26, 2016 - Two <t>attackers</t> kill a priest with a blade and seriously wound another hostage in a church in northern France before being shot dead by French <s>police</s>.",1,1,Life.Die.Unspecified
"<t>Aaron Driver</t>, 24, was shot dead by <s>police</s> on Aug. 10 and the taxi company in the small town said the driver sustained only minor injuries in the blast.",1,1,Life.Die.Unspecified
(CNN) Colombia's <s>National Liberation Army</s> (ELN) is claiming to have carried out the car bomb attack at a police academy in Bogota last week that left at least <t>20</t> dead.,1,1,Life.Die.Unspecified
"“Whether the number is 500 lives or 196 is immaterial; the fact remains that General Solei<s>man</s>i — a <s>man</s> responsible for the deaths of hundreds of American service <t>members</t> — will receive sanctions relief to the tune of millions of dollars if this deal is approved.""",1,1,Life.Die.Unspecified
"The <s>unit</s> would eventually end up planting close to 50 bombs in London and elsewhere in southern England and carrying out several shootings which, along with the bombings, caused the deaths of nearly 20 <t>people</t>, injured hundreds and caused millions of pounds worth of damage to property.",1,1,Life.Die.Unspecified
"But in a counterpoint to the blunt ""it was him"" admission of her opening statement, Clarke told the jury that <t>Tamerlan</t>, who died four days after the bombing following a gunfight with <s>police</s>, had planned the attack and built the bombs.",1,1,Life.Die.Unspecified
<t>Tamerlan</t> died in an explosive firefight with <s>police</s> in nearby Watertown.,1,1,Life.Die.Unspecified
Tamerlan died in an explosive firefight with <s>police</s> in nearby <t>Watertown</t>.,1,1,Life.Die.Unspecified
"<t>Tamerlan Tsarnaev</t> died after a shootout with <s>police</s> last Thursday, while his younger brother Dzhokhar was captured a day later.",1,1,Life.Die.Unspecified
"July 26, 2016 - Two <s>attackers</s> kill a <t>priest</t> with a blade and seriously wound another hostage in a church in northern France before being shot dead by French police.",1,1,Life.Die.Unspecified
<s>Dzhokhar Tsarnaev</s> visits Silva and borrows the Ruger pistol — the gun that was later used to kill MIT police officer <t>Sean Collier</t> and during the shootout with police in Watertown.,1,1,Life.Die.Unspecified
Why did my own <s>people</s> kill my <t>mummy</t>?,1,1,Life.Die.Unspecified
<s>Authorities</s> say he planned to kill American <t>soldiers</t>.,1,1,Life.Die.Unspecified
"On 10 April 2015, one of the <t>men</t> implicated in the bombings was killed by Lebanese security <s>forces</s>.",1,1,Life.Die.Unspecified
"On 10 January 2015, nine <t>people</t> were killed and more than 30 wounded when two suicide <s>bombers</s> blew themselves up in a crowded café in Jabal Mohsen, Tripoli, Lebanon.",1,1,Life.Die.Unspecified
"On 10 January 2015, nine people were killed and more than 30 wounded when two suicide <s>bombers</s> blew themselves up in a crowded café in <t>Jabal Mohsen</t>, Tripoli, Lebanon.",1,1,Life.Die.Unspecified
The <s>attackers</s> used two car bombs which killed two <t>civilians</t> and injured 80 others.,1,1,Life.Die.Unspecified
Pro-government <s>forces</s> killed 717 <t>Afghans</t> and wounded 680 in the six months to June 30 – a 31 percent increase from 2018.,1,1,Life.Die.Unspecified
"One, a Russian-Canadian named <t>William Plotnikov</t>, was killed by <s>police</s> on July 14, 2012.",1,1,Life.Die.Unspecified
"A few weeks later, at the July 29 hearing, Gen. Martin Dempsey, the outgoing Joint Chiefs chairman, said “several hundred” American <t>forces</t> were killed by <s>EFPs</s>.",1,1,Life.Die.Unspecified
"Cruz “asked Secretary Carter to inform the families of the 500 service <t>members</t> who were killed by Iranian <s>EFPs</s> that their loved ones were murdered by the same man who will now receive sanctions relief,” Novack said in an email.",1,1,Life.Die.Unspecified
"During the hearing, Dunford said the numbers of American <t>soldiers</t> killed by <s>Iran</s> “has been recently quoted as about 500.”",1,1,Life.Die.Unspecified
"It is “important to understand that the CENTCOM statistics on EFP detonations are a subset of all the Iranian activities estimated to have killed approximately 500 U.S. <t>troops</t> in <s>Iraq</s> during OIF,” Maj. Genieve David, a CENTCOM spokeswoman, said in an email.",1,1,Life.Die.Unspecified
"Sen. Ted Cruz, a Texas Republican who is also running for president, and others in Congress have said that <s>EFPs</s> had killed more than 500 <t>troops</t>.",1,1,Life.Die.Unspecified
"Between October 2006 and September 2007, <s>EFPs</s> killed 97 U.S. <t>troops</t> and wounded more than 300 soldiers.",1,1,Life.Die.Unspecified
"The deadliest month was April 2008, when <s>EFPs</s> killed 15 U.S. <t>soldiers</t>.",1,1,Life.Die.Unspecified
"On 5 September 2019, at least 12 people, including an American service member and a Romanian <t>soldier</t>, were killed and more than 40 injured when a suicide car <s>bomber</s> exploded in a heavily fortified area of central Kabul, close to the Afghan security offices.",1,1,Life.Die.Unspecified
"On 5 September 2019, at least 12 people, including <t>an American service member</t> and a Romanian soldier, were killed and more than 40 injured when a suicide car <s>bomber</s> exploded in a heavily fortified area of central Kabul, close to the Afghan security offices.",1,1,Life.Die.Unspecified
"On 5 September 2019, at least 12 <t>people</t>, including an American service member and a Romanian soldier, were killed and more than 40 injured when a suicide car <s>bomber</s> exploded in a heavily fortified area of central Kabul, close to the Afghan security offices.",1,1,Life.Die.Unspecified
"On 5 September 2019, at least 12 people, including an American service member and a Romanian soldier, were killed and more than 40 injured when a suicide car <s>bomber</s> exploded in a heavily fortified area of central <t>Kabul</t>, close to the Afghan security offices.",1,1,Life.Die.Unspecified
"<s>Tsarnaev</s> and his older brother, Tamerlan, killed a police <t>officer</t> several days later just prior to a car chase and shootout that left Tamerlan dead.",1,1,Life.Die.Unspecified
"Tsarnaev and his older brother, <s>Tamerlan</s>, killed a police <t>officer</t> several days later just prior to a car chase and shootout that left <s>Tamerlan</s> dead.",1,1,Life.Die.Unspecified
"Police officials identified the attacker who killed four <t>people</t> near Parliament as <s>Khalid Masood</s>, a Briton who converted to Islam and had a lengthy criminal record for weapons possession and other charges.",1,1,Life.Die.Unspecified
"Police officials identified the attacker who killed four people near <t>Parliament</t> as <s>Khalid Masood</s>, a Briton who converted to Islam and had a lengthy criminal record for weapons possession and other charges.",1,1,Life.Die.Unspecified
These are the words of Pat Arthus who was just 14-years-old when a <s>loyalist</s> bomb ripped through a bar in a Catholic area of Belfast and killed her <t>mother</t>.,1,1,Life.Die.Unspecified
"<t>Tamerlan Tsarnaev</t> was killed days after the April 15, 2013, blasts, when he was shot by <s>police</s> and run over by his brother during a chaotic getaway attempt.",1,1,Life.Die.Unspecified
<t>Tamerlan</t> was killed in a <s>police</s> shootout three days after he and his younger brother allegedly set off two bombs at the Boston Marathon finish line.,1,1,Life.Die.Unspecified
"The <s>brothers</s>, while on the run, killed Massachusetts Institute of Technology police officer <t>Sean Collier</t>.",1,1,Life.Die.Unspecified
<t>Tamerlan Tsarnaev</t> was killed in a shootout with <s>police</s> a few days after the bombing.,1,1,Life.Die.Unspecified
"A magnetic bomb on a minibus, killing eight <t>people</t> and minutes later a suicide <s>bomber</s> killed seven <t>people</t>.",1,1,Life.Die.Unspecified
"Questions have been raised in recent days about the political and religious beliefs of Tamerlan Tsarnaev, the Boston Marathon bombing <t>suspect</t> killed in a gunfight with <s>police</s> in the early hours of Friday.",1,1,Life.Die.Unspecified
"Questions have been raised in recent days about the political and religious beliefs of <t>Tamerlan Tsarnaev</t>, the Boston Marathon bombing suspect killed in a gunfight with <s>police</s> in the early hours of Friday.",1,1,Life.Die.Unspecified
"Adept at interspersing Islamist rhetoric with pop-culture references, Awlaki had been described as a “pied piper for Western ears”: one admirer was Nidal Malik Hasan, the U.S. Army <s>officer</s> who killed 13 U.S. <t>soldiers</t> at Fort Hood, Texas, in 2009.",1,1,Life.Die.Unspecified
"Adept at interspersing Islamist rhetoric with pop-culture references, Awlaki had been described as a “pied piper for Western ears”: one admirer was Nidal Malik Hasan, the U.S. Army <s>officer</s> who killed 13 U.S. soldiers at Fort Hood, <t>Texas</t>, in 2009.",1,1,Life.Die.Unspecified
"Who constitutes a civilian is often unclear; when trying to kill the Pakistani Taliban leader Baitullah Mehsud, for example, the <s>United States</s> also killed his <t>doctor</t>.",1,1,Life.Die.Unspecified
"According to data compiled by the New America Foundation, since Obama has been in the White House, <s>U.S</s>. drones have killed an estimated 3,300 al Qaeda, Taliban, and other jihadist operatives in <t>Pakistan</t> and Yemen.",1,1,Life.Die.Unspecified
"According to data compiled by the New America Foundation, since Obama has been in the White House, <s>U.S</s>. drones have killed an estimated 3,300 al Qaeda, Taliban, and other jihadist operatives in Pakistan and <t>Yemen</t>.",1,1,Life.Die.Unspecified
"According to data compiled by the New America Foundation, since Obama has been in the White House, <s>U.S</s>. drones have killed an estimated 3,300 al Qaeda, Taliban, and other jihadist <t>operatives</t> in Pakistan and Yemen.",1,1,Life.Die.Unspecified
"In April, more than two dozen Syrian pro-regime <t>fighters</t> were killed in <s>IS</s> attacks in Badia al-Sukhnah and Badia al-Sham, prompting Russian airstrikes, according to the Syrian Observatory for Human Rights.",1,1,Life.Die.Unspecified
"Earlier in the year, the IRA had experienced a massive propaganda and recruitment boost after the <s>Parachute Regiment</s> killed 13 <t>protesters</t> during Bloody Sunday in Derry.",1,1,Life.Die.Unspecified
"Earlier in the year, the IRA had experienced a massive propaganda and recruitment boost after the <s>Parachute Regiment</s> killed 13 protesters during Bloody Sunday in <t>Derry</t>.",1,1,Life.Die.Unspecified
"<s>The Taliban</s> killed more than 100 <t>members</t> of the Afghan security forces inside a military compound in central Maidan Wardak province on Monday, a senior defense official said.",1,1,Life.Die.Unspecified
"March 22, 2016 - Three Islamic State suicide <s>bombers</s>, all Belgian nationals, blow themselves up at Brussels airport and in a metro train in the Belgian capital, killing 32 <t>people</t>.",1,1,Life.Die.Unspecified
"July 14, 2016 - A <s>gunman</s> drives a heavy truck into a crowd celebrating Bastille Day in the French city of Nice, killing 86 <t>people</t> and injuring scores more in an attack claimed by Islamic State.",1,1,Life.Die.Unspecified
"July 24, 2016 - A 21-year-old Syrian <s>refugee</s> is arrested after killing a pregnant <t>woman</t> and wounding two people with a machete in the southwestern German city of Reutlingen, near Stuttgart.",1,1,Life.Die.Unspecified
"At about 2:50 p.m., two homemade pressure-cooker bombs are detonated remotely by the <s>Tsarnaevs</s> near the finish line of the Boston Marathon, killing <t>three</t> and injuring some 260 others.",1,1,Life.Die.Unspecified
"(CNN) A federal appeals court ruled on Friday to vacate the death sentence of <s>Dzhokhar Tsarnaev</s> , who along with his brother planted homemade bombs near the finish of the 2013 Boston Marathon, killing three <t>spectators</t> and injuring hundreds.",1,1,Life.Die.Unspecified
"France has been on high-alert since the <s>""Islamic State"" militant group</s> launched a series of attacks across Paris, killing 130 <t>people</t> and injuring scores more.",1,1,Life.Die.Unspecified
"On December 21, 2015 in Bagram, a suicide <s>bomber</s> blew himself up, killing six <t>NATO service members</t>.",1,1,Life.Die.Unspecified
"The <s>brothers</s> allegedly set off two bombs alongside the Boston Marathon course, killing three <t>people</t> and injuring 264.",1,1,Life.Die.Unspecified
"The <t>man</t>, who interior ministry spokes<t>man</t> says had earlier fired a potshot at police during an identity check before fleeing, is shot dead in the Orly incident by other <s>members</s> of soldier patrol unit.",1,1,Life.Die.Unspecified
The two <s>brothers</s> also fatally shot a police <t>officer</t> as they tried to elude a massive police manhunt.,1,1,Life.Die.Unspecified
<s>The brothers</s> also shot to death a university patrol <t>officer</t> while attempting to flee authorities.,1,1,Life.Die.Unspecified
"Later, several thousand people gathered at the Massachusetts Institute of Technology for a memorial service for campus policeman <t>Sean Collier</t>, who authorities say the Tsarnaev <s>brothers</s> shot to death three days after the bombings.",1,1,Life.Die.Unspecified
"The opposition on Thursday called for three days of massive, nationwide protests as <s>the government</s> showed no willingness to back down and following the slaying of seven more <t>demonstrators</t> in two days.",1,1,Life.Die.Unspecified
"Bands of pro-government toughs — known as <s>colectivos</s> — roam poor neighborhoods, waving guns, intimidating protesters and journalists, beating opposition <t>politicians</t>, and warning locals to toe the government line.",1,1,Life.Injure.Unspecified
<s>Masood</s>’s vehicle hit the <t>Cochrans</t> as they crossed Westminster Bridge.,1,1,Life.Injure.Unspecified
"The United Kingdom has reported only one civilian casualty incident, in which four <t>civilians</t> were killed and two <t>civilians</t> injured in a remotely piloted aircraft strike by the <s>Royal Air Force</s> in Afghanistan on 25 March 2011, Emmerson's report states.",1,0,Life.Injure.Unspecified
"According to the first comprehensive accounting, between November 2005 and December 2011, 1,526 <s>EFPs</s> killed a total of 196 U.S. <t>troops</t> and injured 861.",1,1,Life.Injure.Unspecified
"According to the first comprehensive accounting, between November 2005 and December 2011, 1,526 <s>EFPs</s> killed a total of 196 U.S. troops and injured <t>861</t>.",1,1,Life.Injure.Unspecified
"On 5 September 2019, at least 12 people, including an American service member and a Romanian soldier, were killed and more than <t>40</t> injured when a suicide car <s>bomber</s> exploded in a heavily fortified area of central Kabul, close to the Afghan security offices.",1,1,Life.Injure.Unspecified
"The <s>unit</s> would eventually end up planting close to 50 bombs in London and elsewhere in southern England and carrying out several shootings which, along with the bombings, caused the deaths of nearly 20 people, injured <t>hundreds</t> and caused millions of pounds worth of damage to property.",1,1,Life.Injure.Unspecified
"(CNN) A federal appeals court ruled on Friday to vacate the death sentence of <s>Dzhokhar Tsarnaev</s> , who along with his brother planted homemade bombs near the finish of the 2013 Boston Marathon, killing three spectators and injuring <t>hundreds</t>.",1,1,Life.Injure.Unspecified
"The <s>brothers</s> allegedly set off two bombs alongside the Boston Marathon course, killing three people and injuring <t>264</t>.",1,1,Life.Injure.Unspecified
The Islamic State group has claimed responsibility for an attack by a <s>man</s> who plowed an SUV into pedestrians and then stabbed a police <t>officer</t>.,1,1,Life.Injure.Unspecified
"July 26, 2016 - Two <s>attackers</s> kill a priest with a blade and seriously wound another <t>hostage</t> in a church in northern France before being shot dead by French police.",1,1,Life.Injure.Unspecified
"On 10 January 2015, nine people were killed and more than <t>30</t> wounded when two suicide <s>bombers</s> blew themselves up in a crowded café in Jabal Mohsen, Tripoli, Lebanon.",1,1,Life.Injure.Unspecified
Pro-government <s>forces</s> killed 717 Afghans and wounded <t>680</t> in the six months to June 30 – a 31 percent increase from 2018.,1,1,Life.Injure.Unspecified
"Between October 2006 and September 2007, <s>EFPs</s> killed 97 U.S. troops and wounded more than 300 <t>soldiers</t>.",1,1,Life.Injure.Unspecified
"July 18, 2016 - A 17-year-old Afghan <s>refugee</s> wielding an axe and a knife attacks passengers on a train in southern Germany, severely wounding <t>four</t>, before being shot dead by police.",1,1,Life.Injure.Unspecified
"July 24, 2016 - A 21-year-old Syrian <s>refugee</s> is arrested after killing a pregnant woman and wounding two <t>people</t> with a machete in the southwestern German city of Reutlingen, near Stuttgart.",1,1,Life.Injure.Unspecified
A Syrian <s>man</s> wounds 15 <t>people</t> when he blows himself up outside a music festival in Ansbach in southern Ger<s>man</s>y.,1,1,Life.Injure.Unspecified
"Ahead of Thursday's vote in a snap post-Brexit parliamentary election, which <s>May</s> called with the expectation of securing a landslide victory, the terror attack is undermining the air of dogged competence <s>May</s> carefully crafted as the country's <t>home secretary</t>, a post she held for six years and relinquished on becoming prime minister last year.",0,1,Personnel.EndPosition.Unspecified
They said: how many <s>small armies</s> had defeated <t>larger armies</t> by the will of Allah.,1,1,Conflict.Defeat.Unspecified
